SampType,ParkCode,NETNCode,Description,Latitude,Longitude,Date,SampEventCode,Year,Rep,Depth_m,Temp_C,DO_mgL,DO_PerSat,pH,SpCond,Turbidity,Discharge,pH,ANC,AppColor,DOC,TP,TN,NO3,NO2,NH3,NO3_ueqL,Cl,SO4
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.7519,-74.5514,7/22/2015,4997,2015,,0.07,19.84,8.66,95,7.67,300,1.63,2.204,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),0,0,8/19/2015,3758,2015,,0.02,21.37,8.46,95.6,7.43,315,1.09,1.3,7.742,1087.79,6.372,1.7,16.4,0.32,0.310,<MRL 0.001,<MRL 0.01,22,1753.74,237
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.7518,-74.5516,9/23/2015,3777,2015,,0.07,15.5,9.81,98.4,7.66,303,1.01,0.724,,,,,,,,,,,,
NETNStreams,MORR,MORRSE,Passaic River (Stream E),40.752,-74.5513,10/21/2015,3794,2015,,0.02,11.55,10.55,96.9,7.34,296,1.27,1.095,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764378,-74.529465,5/23/2006,2229,2006,,0.14,10.13,10.76,95.6,7.49,74,,,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764347,-74.529266,6/20/2006,2241,2006,,0.10,16.98,9.22,95.4,7.52,122,,0.95,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,7/25/2006,2234,2006,,0.13,18.5,9.04,96.5,7.63,107,,1.114,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764263,-74.529381,8/15/2006,2238,2006,,0.08,17.89,9.21,97,7.66,115,,1.325,,700.00,20,,20,0.52,,<MRL 0.002,0.005,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,9/19/2006,2230,2006,,0.02,16.5,9.34,95.7,7.53,123,,0.952,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764271,-74.529434,10/17/2006,2227,2006,,0.03,9.87,10.76,95,7.79,123,,0.891,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.76387,-74.529404,4/17/2007,2237,2007,,0.30,6.43,11.75,95.5,7.3,74,,12.886,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764191,-74.529617,5/22/2007,2228,2007,,0.19,12.55,10.48,98.5,7.67,112,,1.99,7.5268,590.56,8,,15,0.51,,0.001,<MRL 0.02,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,6/12/2007,2240,2007,,0.06,16.64,9.36,96.1,7.56,120,,1.399,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,7/10/2007,2239,2007,,0.12,18.67,9.22,98.8,7.54,129,,0.616,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764435,-74.529549,8/7/2007,2233,2007,,0.12,19.18,8.9,96.3,7.54,131,,0.441,7.63,806.70,13,,23,0.45,,0.001,<MRL 0.02,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764236,-74.529465,9/5/2007,2231,2007,,0.14,16.26,9.48,96.6,7.6,132,,0.387,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,10/2/2007,2236,2007,,0.06,14.07,9.9,96.2,7.66,134,,0.39,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764263,-74.529335,5/13/2008,2502,2008,,0.29,12.07,10.53,97.9,7.44,107,,1.844,7.63,594.00,11,,12,0.374,,<MRL 0.005,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764278,-74.529327,6/11/2008,2501,2008,,0.57,17.93,9.02,95.1,7.49,124,,1.199,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764328,-74.529465,7/16/2008,2504,2008,,0.43,19.2,8.85,95.8,7.5,131,,0.538,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764492,-74.529297,8/25/2008,2232,2008,,0.13,18.4,9.06,96.5,7.6,140,,,7.75,830.00,15.2,,27,0.383,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764309,-74.529373,9/17/2008,2235,2008,,0.12,15.52,9.79,98.2,7.8,144,,,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764263,-74.529533,10/8/2008,2503,2008,,0.21,11.05,10.54,95.7,7.58,147,,0.4139,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.764347,-74.529358,5/12/2009,4005,2009,,0.15,10.52,10.88,97.6,7.42,106,,1.6784,7.55,598.00,14,,14,0.307,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,6/16/2009,4017,2009,,0.13,13.68,10.03,96.7,7.37,112,,1.65,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,7/28/2009,4033,2009,,0.20,18.29,9.98,106.1,7.46,126,,0.876,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,8/25/2009,4054,2009,,0.09,18.86,8.95,96.2,7.51,92,,0.788,7.72,775.00,24,,22,0.407,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,9/21/2009,4059,2009,,0.34,14.46,9.71,95.2,7.4,127,,0.547,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,10/14/2009,4078,2009,,0.41,9.35,10.97,95.7,7.18,142,,0.492,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,5/11/2010,4177,2010,,0.26,9.82,11.66,102.9,7.47,114,,1.843,7.6,577.00,15,,13,0.5,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,5/11/2010,4177,2010,,0.26,9.82,11.66,102.9,7.47,114,,1.843,7.61,578.00,12,,14,0.487,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,6/8/2010,4203,2010,,0.32,14.74,9.78,96.5,7.72,120,,0.924,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,7/20/2010,4234,2010,,0.01,20.06,9.06,999.8,7.69,127,,0.65,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,7/20/2010,4234,2010,,0.03,20.1,8.74,96.4,7.68,127,,0.65,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,8/24/2010,4263,2010,,0.36,17.23,9.35,97.2,,126,,0.571,7.68,783.00,40,,23,0.373,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,8/24/2010,4263,2010,,0.36,17.23,9.35,97.2,,126,,0.571,7.75,784.00,36,,32,0.375,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,9/14/2010,4289,2010,,0.08,16.23,9.43,96,7.8,131,,0.381,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,10/11/2010,4308,2010,,0.23,14.27,9.8,95.7,7.64,125,,0.368,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,5/17/2011,4355,2011,,0.22,11.67,10.55,97.2,7.14,77,,7.858,7.3,382.00,50,,18,0.334,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,6/15/2011,4348,2011,,0.40,15.35,9.8,97.9,7.36,113,,1.959,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,7/12/2011,4401,2011,,0.11,19.68,,,7.49,130,,0.902,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,8/9/2011,4520,2011,,0.29,18.63,8.91,95.4,7.49,127,,0.67,7.67,783.00,17,,36,0.549,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,9/12/2011,4543,2011,,0.30,16.04,9.53,96.7,7.04,102,,5.142,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,10/18/2011,4565,2011,,0.28,11.96,10.21,94.6,7.2,118,,1.589,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,5/31/2012,4608,2012,,0.17,14.42,9.54,93.5,7.39,120,1.88,1.162,7.61,730.00,13,1.3,20,0.409,0.282,<MRL 0.005,<MRL 0.08,20,136,267
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,5/31/2012,4608,2012,,0.17,14.42,9.54,93.5,7.39,120,1.88,1.162,7.6,728.00,15,1.27,19,0.4,0.282,<MRL 0.005,<MRL 0.08,20,136,267
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.76428986,-74.52936554,6/27/2012,4604,2012,,0.22,14.94,9.49,94,7.23,119,3.57,1.325,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.76444626,-74.52935791,7/19/2012,4660,2012,,-0.04,16.53,9.1,93.3,7.41,128,1.41,0.888,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.76430511,-74.5295105,8/14/2012,4679,2012,,0.06,15.3,9.52,95,7.33,129,3.84,1.03,7.64,760.00,25,1.5,31,0.477,0.310,<MRL 0.005,<MRL 0.08,22,161,257
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.76433563,-74.52942657,9/17/2012,4685,2012,,-0.02,11.9,10.54,97.6,7.59,132,1.24,0.395,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.76441193,-74.52954102,10/15/2012,4726,2012,,0.14,9.94,10.47,92.7,7.47,138,0.43,0.381,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7643,-74.5292,5/13/2013,4762,2013,,0.03,10.98,10.49,95.1,7.35,114,1.38,1.55,7.58,617.00,15,1.3,17,0.336,0.268,<MRL 0.005,<MRL 0.08,19,136,283
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7644,-74.5294,6/18/2013,4773,2013,,-0.05,15.03,9.62,95.5,7.2,101,2.33,3.56,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7643,-74.5294,7/24/2013,4815,2013,,-0.02,18.53,8.77,93.7,7.21,122,3.14,1.291,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7644,-74.5294,8/27/2013,4839,2013,,-0.02,18.89,8.88,95.5,7.29,129,2.02,0.842,7.65,721.00,15,1.19,26,0.45,0.338,<MRL 0.005,<MRL 0.08,24,160,275
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),0,0,9/19/2013,4890,2013,,0.32,12.15,10.32,96.1,7.28,130,1.09,0.54,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7644,-74.5292,10/29/2013,4888,2013,,0.55,9.67,10.78,94.8,7.43,135,0.76,,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7644,-74.5295,5/8/2014,391,2014,,0.14,10.65,10.69,96.1,7.19,90,2,2.93,7.53,458.00,32,2,15,0.432,0.353,<MRL 0.005,<MRL 0.08,25,112,245
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7643,-74.5294,6/11/2014,305,2014,,0.08,14.34,9.82,96,7.28,120,1.57,1.561,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7643,-74.5294,7/10/2014,317,2014,,0.09,16.75,9.21,94.9,6.63,125,1.85,0.876,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7645,-74.5296,8/12/2014,336,2014,,0.09,16.83,9.06,93.5,7.34,131,1.97,0.685,7.6,791.58,22,1.85,30.3,0.477,0.395,<MRL .001,<MRL 0.003,28,175,300
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7645,-74.5296,8/12/2014,336,2014,,0.09,16.83,9.06,93.5,7.34,131,1.97,0.685,7.65,789.68,19,2,28.4,0.487,0.395,<MRL .001,0.024,28,170,291
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7643,-74.5295,9/17/2014,360,2014,,0.07,13.85,9.83,95.1,7.57,132,1.53,0.47,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7643,-74.5294,10/7/2014,370,2014,,0.08,14.41,9.65,94.5,7.58,134,0.47,0.41,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7643,-74.5295,5/21/2015,4962,2015,,0.11,10.97,10.34,93.7,7.45,117,0.92,1.125,7.612,658.07,10.305,1.146,16.9,0.365,0.700,<MRL 0.001,<MRL 0.005,49.6569047619048,303.062,688.388229166667
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7652,-74.5296,6/23/2015,4976,2015,,-0.01,18.1,9.27,98.2,7.44,126,1.62,0.881,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.765,-74.5297,7/22/2015,4998,2015,,0.05,18.65,8.97,96,7.58,133,0.53,0.433,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7653,-74.5296,8/18/2015,3757,2015,,0.04,21,8.61,96.6,7.52,142,1.04,0.304,7.746,860.41,10.945,1.7,23.8,0.27,0.226,<MRL 0.001,0.011,16,154,221
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7651,-74.5297,9/23/2015,3775,2015,,0.04,13.68,10.22,98.5,7.62,146,0.66,0.285,,,,,,,,,,,,
NETNStreams,MORR,MORRSB,Primrose Brook Confluence (Stream B),40.7648,-74.5296,10/21/2015,3792,2015,,0.04,10.65,10.44,93.9,6.78,143,0.44,0.257,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.769341,-74.536201,5/23/2006,2173,2006,,0.14,10.37,10.58,94.6,7.24,88,,,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,6/20/2006,2174,2006,,0.06,16.82,8.92,92,7.42,94,,0.321,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,7/25/2006,2167,2006,,0.06,18.4,8.98,95.6,7.53,97,,0.241,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.76963,-74.536545,8/15/2006,2176,2006,,0.07,18.03,9.15,96.7,7.87,97,,4.481,,580.00,20,,<MRL 20,0.28,,<MRL 0.002,0.006,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.769737,-74.536118,9/19/2006,2177,2006,,-0.01,16.69,9.22,94.8,7.56,97,,0.252,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.769676,-74.536293,10/17/2006,2181,2006,,0.03,9.82,10.8,95.3,8.12,96,,0.222,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,4/17/2007,2171,2007,,0.33,7.37,11.35,94.4,7.14,64,,3.898,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,5/22/2007,2169,2007,,0.14,13.21,10.22,97.5,7.61,91,,0.493,7.3426,480.70,5,,8,0.25,,0.001,<MRL 0.02,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.770081,-74.536072,6/12/2007,2172,2007,,0.04,16.85,9.34,96.4,7.51,98,,0.239,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,7/10/2007,2179,2007,,0.06,18.69,9.16,98.1,7.59,100,,0.126,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,7/10/2007,2179,2007,,0.07,18.75,8.88,95.2,7.55,100,,0.126,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.769886,-74.536278,8/7/2007,2175,2007,,0.09,19.22,8.75,94.8,7.61,104,,0.082,7.52,614.70,13,,31,0.41,,<MRL 0.002,<MRL 0.02,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.76989,-74.536217,9/5/2007,2178,2007,,0.11,16.31,9.38,95.6,7.59,102,,0.091,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.76981,-74.536346,5/13/2008,2486,2008,,0.35,12.89,9.91,93.8,7.08,86,,0.385,7.37,454.00,12,,8.7,0.175,,<MRL 0.005,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.76968,-74.536079,6/11/2008,2484,2008,,0.50,17.73,8.6,90.3,7.18,99,,0.286,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.770065,-74.536301,7/16/2008,2485,2008,,0.40,18.65,8.62,92.3,7.28,105,,0.14401,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.769531,-74.536133,8/25/2008,2180,2008,,0.11,18.42,8.55,91.1,7.39,106,,,7.49,583.00,31.7,,260,1.04,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.769848,-74.536278,9/17/2008,2168,2008,,0.12,15.99,9.34,94.6,7.77,112,,,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,10/8/2008,2487,2008,,0.21,11.86,6.89,63.7,7.11,117,,0.08152,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,5/12/2009,4006,2009,,0.11,11.17,10.21,93,6.94,86,,0.498,7.07,432.00,14,,8.8,0.156,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,6/16/2009,4018,2009,,0.13,13.23,9.65,92.1,7,90,,0.421,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,7/28/2009,4034,2009,,0.19,18.28,9.41,100,7.24,100,,0.174,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,8/25/2009,4055,2009,,0.07,18.51,8.86,94.6,7.3,103,,0.178,7.54,587.00,20,,16,0.285,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,9/21/2009,4060,2009,,0.31,14.76,9.67,95.4,7.32,101,,0.127,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,10/14/2009,4079,2009,,0.36,9.45,10.67,93.3,7.41,107,,0.111,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,5/11/2010,4178,2010,,0.21,9.87,11.66,103,7.23,88,,0.516,7.37,458.00,10,,9.6,0.228,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,6/8/2010,4204,2010,,0.26,14.59,9.65,94.9,7.48,95,,0.231,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,7/20/2010,4235,2010,,0.00,20.02,8.48,93.3,7.49,100,,0.109,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,7/20/2010,4235,2010,,0.02,20.04,8.36,92,7.52,100,,0.109,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,8/24/2010,4264,2010,,0.28,16.89,9.2,95,,100,,0.091,7.56,583.00,29,,22,0.286,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,9/14/2010,4290,2010,,0.04,16.38,9,91.9,7.76,100,,0.055,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,10/11/2010,4309,2010,,0.17,14.59,9.29,91.3,7.5,102,,0.073,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,5/17/2011,4356,2011,,0.11,11.5,10.22,93.8,6.79,67,,1.754,6.99,317.00,45,,14,0.227,,<MRL 0.005,<MRL 0.08,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,6/15/2011,4347,2011,,0.32,14.43,9.36,91.7,6.74,89,,0.443,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,7/13/2011,4403,2011,,0.17,17.78,3.78,39.8,7.16,103,,0.226,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,8/9/2011,4501,2011,,0.19,20.8,7.93,88.6,6.82,36,,,6.61,142.00,886,,1910,11.8,,0.062,<MRL 0.08,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,8/9/2011,4501,2011,,0.20,20.7,8.23,91.7,6.63,38,,,6.61,142.00,886,,1910,11.8,,0.062,<MRL 0.08,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,9/12/2011,4547,2011,,0.28,15.38,9.67,96.7,6.93,83,,1.277,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,10/18/2011,4566,2011,,0.21,12.52,9.88,92.8,7.17,94,,0.414,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,5/31/2012,4607,2012,,0.17,12.8,9.74,92,7.07,97,0.66,0.416,7.32,549.00,13,1.25,12,0.237,0.197,<MRL 0.005,<MRL 0.08,14,77,266
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.76979065,-74.53621674,6/27/2012,4603,2012,,0.18,14.17,9.75,95,6.97,95,0.51,0.39,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.76969528,-74.53607178,7/19/2012,4661,2012,,-0.13,15.71,9.3,93.7,7.15,106,0.75,0.198,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.76983643,74.53629303,8/14/2012,4678,2012,,-0.03,14.64,9.45,93,7,98,3.26,0.262,7.39,554.00,25,1.38,41,0.356,0.212,<MRL 0.005,<MRL 0.08,15,75,257
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.76967239,-74.53610992,9/17/2012,4684,2012,,-0.01,10.29,10.78,96.2,7.49,102,0.24,0.055,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.76968002,-74.53611755,10/15/2012,4725,2012,,0.10,9.5,10.28,90.1,7.3,106,0.58,0.074,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.7697,-74.5361,5/13/2013,4764,2013,,-0.06,10.2,10.75,95.7,7.06,91,2.77,0.408,7.45,478.00,14,1.23,12,0.196,0.130,<MRL 0.005,<MRL 0.08,9.2,84,276
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.7696,-74.5362,6/18/2013,4772,2013,,-0.08,13.82,9.85,95.2,6.76,86,2.24,1.125,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,7/24/2013,4818,2013,,-0.08,17.49,8.99,94,6.96,95,1.43,0.328,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.7698,-74.5362,8/27/2013,4838,2013,,-0.06,18.39,8.99,95.8,7.16,101,1.41,0.185,7.39,566.00,16,1.15,17,0.282,0.212,<MRL 0.005,<MRL 0.08,15,81,266
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),0,0,9/19/2013,4862,2013,,0.29,11.59,10.36,95.2,7.25,102,0.62,0.152,,,,,,,,,,,,
NETNStreams,MORR,MORRSC,West Primrose Brook (Stream C),40.7694,-74.5358,10/29/2013,4887,2013,,0.49,9.94,9.94,87.9,7.05,104,0.49,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASF,Fall Kill (Stream F),41.762291,-73.89959,5/24/2006,2336,2006,,0.41,16.26,12,122.4,8.07,327,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASF,Fall Kill (Stream F),0,0,6/21/2006,2335,2006,,0.21,23.69,12.71,150.3,8.35,393,,2.675,,,,,,,,,,,,
NETNStreams,ROVA,ROVASF,Fall Kill (Stream F),41.762264,-73.899643,7/18/2006,2341,2006,,0.19,27.71,7.55,96.1,7.68,453,,3.954,,,,,,,,,,,,
NETNStreams,ROVA,ROVASF,Fall Kill (Stream F),41.762413,-73.899582,8/16/2006,2329,2006,,0.23,22.06,5.44,62.4,7.61,571,,,,2640.00,20,,60,0.61,,0.003,0.015,,,
NETNStreams,ROVA,ROVASF,Fall Kill (Stream F),0,0,9/20/2006,2338,2006,,0.17,18.44,7.24,77.3,7.68,389,,4.047,,,,,,,,,,,,
NETNStreams,ROVA,ROVASF,Fall Kill (Stream F),41.762383,-73.899635,10/18/2006,2339,2006,,0.07,12.01,7.08,65.8,7.74,410,,4.284,,,,,,,,,,,,
NETNStreams,ROVA,ROVASF,Fall Kill (Stream F),41.762234,-73.89962,4/18/2007,2343,2007,,0.83,7.1,11.52,95.2,8.08,187,,,,,,,,,,,,,,
NETNStreams,ROVA,ROVASF,Fall Kill (Stream F),41.762135,-73.899818,5/23/2007,2337,2007,,0.31,20.26,,197,9.17,410,,5.387,8.822,2034.43,20,,56,0.72,,0.01,0.028,,,
NETNStreams,ROVA,ROVASF,Fall Kill (Stream F),0,0,6/13/2007,2342,2007,,0.21,21.56,7.35,83.5,7.81,501,,2.612,,,,,,,,,,,,
NETNStreams,ROVA,ROVASF,Fall Kill (Stream F),41.76215,-73.899498,7/11/2007,2333,2007,,0.13,26.81,4.85,60.7,7.44,534,,0.929,,,,,,,,,,,,
NETNStreams,ROVA,ROVASF,Fall Kill (Stream F),41.762123,-73.89959,8/7/2007,2332,2007,,0.16,26.63,4.52,56.5,7.24,624,,0.33,7.54,2744.20,18,,111,0.48,,0.001,0.033,,,
NETNStreams,ROVA,ROVASF,Fall Kill (Stream F),41.762123,-73.899582,9/5/2007,2340,2007,,0.21,20.55,5.25,58.5,7.28,633,,0.354,,,,,,,,,,,,
NETNStreams,ROVA,ROVASF,Fall Kill (Stream F),41.762123,-73.899612,10/2/2007,2334,2007,,0.07,16.23,5.58,56.9,7.3,677,,0.337,,,,,,,,,,,,
